VAL_conservative_2;Modern Liberation Collective;;;;;;;;;;;;;x;;;;
VAL_conservative_3;Patriotic State Movement;;;;;;;;;;;;;x;;;;
VAL_reactionary;Protection League;;;;;;;;;;;;;x;;;;
VAL_liberal;Prohibition Group;;;;;;;;;;;;;x;;;;
VAL_liberal_2;Prosperity Group;;;;;;;;;;;;;x;;;;
VAL_anarcho_liberal;Free Denizen Voice;;;;;;;;;;;;;x;;;;
VAL_socialist;Moderate Builders Alliance;;;;;;;;;;;;;x;;;;
VAL_communist;Social Workers Communion;;;;;;;;;;;;;x;;;;
VAL_fascist;Democratic Youth Community;;;;;;;;;;;;;x;;;;
EMI;Emiyiwe;;;;;;;;;;;;x
EMI_ADJ;Emiyiwen;;;;;;;;;;;;;x;;;;;;;;;;;;;;
EMI_conservative;Voter Voice;;;;;;;;;;;;;x;;;;
EMI_reactionary;Organized Denizen Community;;;;;;;;;;;;;x;;;;
EMI_liberal;Universal State Movement;;;;;;;;;;;;;x;;;;
EMI_liberal_2;Global Resistance Coalition;;;;;;;;;;;;;x;;;;
EMI_anarcho_liberal;Identity Communion;;;;;;;;;;;;;x;;;;
EMI_socialist;Defiance Community;;;;;;;;;;;;;x;;;;
EMI_communist;Modern Defiance Union;;;;;;;;;;;;;x;;;;
EMI_fascist;Lawful Affinity Movement;;;;;;;;;;;;;x;;;;
PEB;Pebourg Dynasty;;;;;;;;;;;;x
PEB_ADJ;Pebouian;;;;;;;;;;;;;x;;;;;;;;;;;;;;
PEB_conservative;Voter Community;;;;;;;;;;;;;x;;;;
PEB_conservative_2;Republican Fatherland Alliance;;;;;;;;;;;;;x;;;;
PEB_reactionary;Solidarity Communion;;;;;;;;;;;;;x;;;;
PEB_liberal;Affinity Communion;;;;;;;;;;;;;x;;;;
PEB_liberal_2;Reconciliation Voice;;;;;;;;;;;;;x;;;;
PEB_liberal_3;Popular Identity Formation;;;;;;;;;;;;;x;;;;
PEB_anarcho_liberal;Free Action Union;;;;;;;;;;;;;x;;;;
PEB_socialist;Common Undivided Coalition;;;;;;;;;;;;;x;;;;
PEB_communist;Good Will Collective;;;;;;;;;;;;;x;;;;
PEB_fascist;Privilege Coalition;;;;;;;;;;;;;x;;;;
ANJ;Anjatamaki;;;;;;;;;;;;x
ANJ_ADJ;Anjatamakian;;;;;;;;;;;;;x;;;;;;;;;;;;;;
ANJ_conservative;Democratic Nature Formation;;;;;;;;;;;;;x;;;;
ANJ_reactionary;Global Motherland Collective;;;;;;;;;;;;;x;;;;
ANJ_liberal;Reconciliation Formation;;;;;;;;;;;;;x;;;;
ANJ_liberal_2;State Party;;;;;;;;;;;;;x;;;;
ANJ_anarcho_liberal;Independence Coalition;;;;;;;;;;;;;x;;;;
ANJ_socialist;Future Rehabilitation Voice;;;;;;;;;;;;;x;;;;
ANJ_communist;International Appreciation Communion;;;;;;;;;;;;;x;;;;
ANJ_fascist;Black Denizen Community;;;;;;;;;;;;;x;;;;
TET;Tetii;;;;;;;;;;;;x
TET_ADJ;Tetiian;;;;;;;;;;;;;x;;;;;;;;;;;;;;
TET_conservative;Mystic Household Union;;;;;;;;;;;;;x;;;;
TET_conservative_2;Sovereign Protection Voice;;;;;;;;;;;;;x;;;;
TET_reactionary;Eastern Appreciation Collective;;;;;;;;;;;;;x;;;;
TET_liberal;Independent Reformation Formation;;;;;;;;;;;;;x;;;;
TET_anarcho_liberal;Modern Independence Group;;;;;;;;;;;;;x;;;;
TET_socialist;New Diligence Group;;;;;;;;;;;;;x;;;;
TET_communist;Social Abolition Party;;;;;;;;;;;;;x;;;;
TET_fascist;World Rehabilitation Collective;;;;;;;;;;;;;x;;;;
SAL;Salajara;;;;;;;;;;;;x
SAL_ADJ;Salajaran;;;;;;;;;;;;;x;;;;;;;;;;;;;;
SAL_conservative;Denizen Communion;;;;;;;;;;;;;x;;;;
SAL_reactionary;Organized Fatherland Union;;;;;;;;;;;;;x;;;;
SAL_liberal;Advanced Appreciation Party;;;;;;;;;;;;;x;;;;
SAL_anarcho_liberal;Young Trade Community;;;;;;;;;;;;;x;;;;
SAL_socialist;Lawful Left Wing Formation;;;;;;;;;;;;;x;;;;
SAL_communist;Protection Movement;;;;;;;;;;;;;x;;;;
SAL_fascist;Black Fascist League;;;;;;;;;;;;;x;;;;
DRA;Drakerike;;;;;;;;;;;;x
DRA_ADJ;Drakeriken;;;;;;;;;;;;;x;;;;;;;;;;;;;;
DRA_conservative;Rehabilitation Union;;;;;;;;;;;;;x;;;;
DRA_conservative_2;Honesty Union;;;;;;;;;;;;;x;;;;
DRA_reactionary;Defiance Communion;;;;;;;;;;;;;x;;;;
DRA_liberal;Popular Freedom League;;;;;;;;;;;;;x;;;;
DRA_liberal_2;Honesty Coalition;;;;;;;;;;;;;x;;;;
DRA_anarcho_liberal;Liberal Movement;;;;;;;;;;;;;x;;;;
DRA_socialist;Global Industry Collective;;;;;;;;;;;;;x;;;;
DRA_socialist_2;Administration Party;;;;;;;;;;;;;x;;;;
DRA_communist;Unity Alliance;;;;;;;;;;;;;x;;;;
DRA_fascist;Patriotic Justice Foundation;;;;;;;;;;;;;x;;;;
PIR;Pirorbofeszek;;;;;;;;;;;;x
PIR_ADJ;Pirorbofeszian;;;;;;;;;;;;;x;;;;;;;;;;;;;;
PIR_conservative;Permanent Protection Coalition;;;;;;;;;;;;;x;;;;
PIR_conservative_2;Self-Defense Voice;;;;;;;;;;;;;x;;;;
PIR_reactionary;State Collective;;;;;;;;;;;;;x;;;;
PIR_liberal;Emancipation Community;;;;;;;;;;;;;x;;;;
PIR_liberal_2;New Left Wing Coalition;;;;;;;;;;;;;x;;;;
PIR_anarcho_liberal;Unconditional Honesty Foundation;;;;;;;;;;;;;x;;;;
PIR_socialist;Advanced Justice Voice;;;;;;;;;;;;;x;;;;
PIR_communist;Industrial Respect Movement;;;;;;;;;;;;;x;;;;
PIR_fascist;Honesty Union;;;;;;;;;;;;;x;;;;
SEP;Septum;;;;;;;;;;;;x
SEP_ADJ;Septian;;;;;;;;;;;;;x;;;;;;;;;;;;;;
SEP_conservative;Justice Voice;;;;;;;;;;;;;x;;;;
SEP_reactionary;Patriotic State League;;;;;;;;;;;;;x;;;;
SEP_liberal;Egalitarian Left Wing Group;;;;;;;;;;;;;x;;;;
SEP_liberal_2;Rehabilitation Community;;;;;;;;;;;;;x;;;;
SEP_liberal_3;Social Administration Coalition;;;;;;;;;;;;;x;;;;
SEP_anarcho_liberal;Golden Affinity Community;;;;;;;;;;;;;x;;;;
SEP_socialist;Popular Working Class Alliance;;;;;;;;;;;;;x;;;;
SEP_socialist_2;Prohibition Formation;;;;;;;;;;;;;x;;;;
SEP_communist;Progress Voice;;;;;;;;;;;;;x;;;;
SEP_fascist;Labor Collective;;;;;;;;;;;;;x;;;;
GOG;Gogusan;;;;;;;;;;;;x
GOG_ADJ;Gogusian;;;;;;;;;;;;;x;;;;;;;;;;;;;;
GOG_conservative;Mystic Nation League;;;;;;;;;;;;;x;;;;
GOG_conservative_2;Unity Formation;;;;;;;;;;;;;x;;;;
GOG_reactionary;Contemporary Impartiality Alliance;;;;;;;;;;;;;x;;;;
GOG_liberal;Affinity Group;;;;;;;;;;;;;x;;;;
GOG_anarcho_liberal;Nature League;;;;;;;;;;;;;x;;;;
GOG_socialist;Law Foundation;;;;;;;;;;;;;x;;;;
GOG_communist;Popular Honesty Group;;;;;;;;;;;;;x;;;;
GOG_fascist;Radical Protection League;;;;;;;;;;;;;x;;;;
YAR;Yara;;;;;;;;;;;;x
YAR_ADJ;Yaran;;;;;;;;;;;;;x;;;;;;;;;;;;;;
YAR_conservative;Administration Foundation;;;;;;;;;;;;;x;;;;
YAR_conservative_2;Builders Communion;;;;;;;;;;;;;x;;;;
YAR_reactionary;Trust Movement;;;;;;;;;;;;;x;;;;
YAR_liberal;Unconditional Equality Union;;;;;;;;;;;;;x;;;;
YAR_anarcho_liberal;Youth Coalition;;;;;;;;;;;;;x;;;;
YAR_socialist;Undivided Communion;;;;;;;;;;;;;x;;;;
YAR_communist;First Reformation Foundation;;;;;;;;;;;;;x;;;;
YAR_fascist;Patriotic Appreciation Group;;;;;;;;;;;;;x;;;;
SEN;Seni;;;;;;;;;;;;x
SEN_ADJ;Senian;;;;;;;;;;;;;x;;;;;;;;;;;;;;
SEN_conservative;Organized Honesty Party;;;;;;;;;;;;;x;;;;
SEN_reactionary;Undivided Voice;;;;;;;;;;;;;x;;;;
SEN_liberal;Action Group;;;;;;;;;;;;;x;;;;
SEN_liberal_2;Golden Earth Formation;;;;;;;;;;;;;x;;;;
SEN_anarcho_liberal;Diligence Group;;;;;;;;;;;;;x;;;;
SEN_anarcho_liberal_2;Trade Collective;;;;;;;;;;;;;x;;;;
SEN_socialist;Earth Coalition;;;;;;;;;;;;;x;;;;
SEN_communist;Affinity Formation;;;;;;;;;;;;;x;;;;
SEN_fascist;Nationalist Voice;;;;;;;;;;;;;x;;;;
GIA;Giao Hoa;;;;;;;;;;;;x
GIA_ADJ;Giao Hoan;;;;;;;;;;;;;x;;;;;;;;;;;;;;
GIA_conservative;Law Formation;;;;;;;;;;;;;x;;;;
GIA_reactionary;Black Prosperity League;;;;;;;;;;;;;x;;;;
GIA_liberal;Reconciliation Coalition;;;;;;;;;;;;;x;;;;
GIA_liberal_2;Evolution Alliance;;;;;;;;;;;;;x;;;;
GIA_anarcho_liberal;Rehabilitation Formation;;;;;;;;;;;;;x;;;;
GIA_socialist;Common Science Union;;;;;;;;;;;;;x;;;;
GIA_communist;Industrial Resistance Voice;;;;;;;;;;;;;x;;;;
GIA_fascist;Neo Segregation Collective;;;;;;;;;;;;;x;;;;
TOS;Tosei;;;;;;;;;;;;x
TOS_ADJ;Toseian;;;;;;;;;;;;;x;;;;;;;;;;;;;;
TOS_conservative;Holy Voter Voice;;;;;;;;;;;;;x;;;;
TOS_conservative_2;Impartiality Formation;;;;;;;;;;;;;x;;;;
TOS_reactionary;Good Will Collective;;;;;;;;;;;;;x;;;;
TOS_liberal;Privilege Coalition;;;;;;;;;;;;;x;;;;
TOS_anarcho_liberal;Rehabilitation Union;;;;;;;;;;;;;x;;;;
TOS_socialist;Western Progress Movement;;;;;;;;;;;;;x;;;;
TOS_communist;Global Industry Collective;;;;;;;;;;;;;x;;;;
TOS_fascist;State League;;;;;;;;;;;;;x;;;;
MAG;Maguarutu;;;;;;;;;;;;x
MAG_ADJ;Maguarutuan;;;;;;;;;;;;;x;;;;;;;;;;;;;;
MAG_conservative;Household Union;;;;;;;;;;;;;x;;;;
MAG_reactionary;Agrarian Administration Foundation;;;;;;;;;;;;;x;;;;
MAG_liberal;Social Prohibition Foundation;;;;;;;;;;;;;x;;;;
MAG_liberal_2;Advancement Movement;;;;;;;;;;;;;x;;;;
MAG_anarcho_liberal;Resistance Communion;;;;;;;;;;;;;x;;;;
MAG_socialist;Popular Diligence Community;;;;;;;;;;;;;x;;;;
MAG_socialist_3;Agrarian Preservation Group;;;;;;;;;;;;;x;;;;
MAG_communist;Labor Formation;;;;;;;;;;;;;x;;;;
MAG_fascist;Respect Voice;;;;;;;;;;;;;x;;;;
MOM;Momershire;;;;;;;;;;;;x
MOM_ADJ;Momershiren;;;;;;;;;;;;;x;;;;;;;;;;;;;;
MOM_conservative;Leading Unity League;;;;;;;;;;;;;x;;;;
MOM_conservative_2;Unity Party;;;;;;;;;;;;;x;;;;
MOM_reactionary;Patriot Union;;;;;;;;;;;;;x;;;;
MOM_liberal;Builders Formation;;;;;;;;;;;;;x;;;;
MOM_anarcho_liberal;Resistance Formation;;;;;;;;;;;;;x;;;;
MOM_socialist;Progress Formation;;;;;;;;;;;;;x;;;;
MOM_socialist_2;Youth Alliance;;;;;;;;;;;;;x;;;;
MOM_communist;Progress Group;;;;;;;;;;;;;x;;;;
MOM_fascist;Youth Coalition;;;;;;;;;;;;;x;;;;
EMT;Emtwoud;;;;;;;;;;;;x
EMT_ADJ;Emtwoian;;;;;;;;;;;;;x;;;;;;;;;;;;;;
EMT_conservative;First Patriot Community;;;;;;;;;;;;;x;;;;
EMT_conservative_2;People's Prosperity Voice;;;;;;;;;;;;;x;;;;
EMT_reactionary;Fatherland Party;;;;;;;;;;;;;x;;;;
EMT_liberal;Popular Emancipation Formation;;;;;;;;;;;;;x;;;;
EMT_liberal_2;Global Liberation Foundation;;;;;;;;;;;;;x;;;;
EMT_anarcho_liberal;Nature Alliance;;;;;;;;;;;;;x;;;;
EMT_socialist;Left Wing Collective;;;;;;;;;;;;;x;;;;
EMT_communist;Defiance Group;;;;;;;;;;;;;x;;;;
EMT_fascist;New Nation Foundation;;;;;;;;;;;;;x;;;;
CAS;Cascedo;;;;;;;;;;;;x
CAS_ADJ;Cascean;;;;;;;;;;;;;x;;;;;;;;;;;;;;
CAS_conservative;Action Alliance;;;;;;;;;;;;;x;;;;
CAS_conservative_2;Northern Rehabilitation Collective;;;;;;;;;;;;;x;;;;
CAS_reactionary;Democratic Prohibition Group;;;;;;;;;;;;;x;;;;
CAS_liberal;Left Wing Coalition;;;;;;;;;;;;;x;;;;
CAS_liberal_2;Self-Defense League;;;;;;;;;;;;;x;;;;
CAS_anarcho_liberal;Lawful Good Will Formation;;;;;;;;;;;;;x;;;;
CAS_socialist;Progressive Red Foundation;;;;;;;;;;;;;x;;;;
CAS_communist;International Advancement Party;;;;;;;;;;;;;x;;;;
CAS_fascist;Honesty Union;;;;;;;;;;;;;x;;;;
OCT;Octasasta;;;;;;;;;;;;x
OCT_ADJ;Octasastan;;;;;;;;;;;;;x;;;;;;;;;;;;;;
OCT_conservative;Modern Voter Collective;;;;;;;;;;;;;x;;;;
OCT_conservative_2;First Integrity Community;;;;;;;;;;;;;x;;;;
OCT_reactionary;Civic Affinity Movement;;;;;;;;;;;;;x;;;;
OCT_liberal;Constitutional Undivided League;;;;;;;;;;;;;x;;;;
OCT_liberal_2;Trust League;;;;;;;;;;;;;x;;;;
OCT_anarcho_liberal;Universal Identity Collective;;;;;;;;;;;;;x;;;;
OCT_socialist;International Working Class Union;;;;;;;;;;;;;x;;;;
OCT_socialist_2;Trust Coalition;;;;;;;;;;;;;x;;;;
OCT_communist;Popular Unity League;;;;;;;;;;;;;x;;;;
OCT_fascist;Fascist Community;;;;;;;;;;;;;x;;;;
OZA;Sangoza;;;;;;;;;;;;x
OZA_ADJ;Sangozan;;;;;;;;;;;;;x;;;;;;;;;;;;;;
OZA_conservative;Nationalist Group;;;;;;;;;;;;;x;;;;
OZA_conservative_2;Law Party;;;;;;;;;;;;;x;;;;
OZA_reactionary;Denizen Collective;;;;;;;;;;;;;x;;;;
OZA_liberal;Neo Patriot Union;;;;;;;;;;;;;x;;;;
OZA_anarcho_liberal;Builders Communion;;;;;;;;;;;;;x;;;;
OZA_socialist;Advanced Unity Communion;;;;;;;;;;;;;x;;;;
OZA_socialist_2;Trust Collective;;;;;;;;;;;;;x;;;;
OZA_communist;Resistance League;;;;;;;;;;;;;x;;;;
OZA_fascist;Organized Integrity League;;;;;;;;;;;;;x;;;;
LIF;Lifmork;;;;;;;;;;;;x
LIF_ADJ;Lifmoian;;;;;;;;;;;;;x;;;;;;;;;;;;;;
LIF_conservative;Common Nature Group;;;;;;;;;;;;;x;;;;
LIF_conservative_2;Right Wing Group;;;;;;;;;;;;;x;;;;
LIF_reactionary;Youth Party;;;;;;;;;;;;;x;;;;
LIF_liberal;Privilege Union;;;;;;;;;;;;;x;;;;
LIF_liberal_2;Global Independence Voice;;;;;;;;;;;;;x;;;;
LIF_anarcho_liberal;Lawful Builders Group;;;;;;;;;;;;;x;;;;
LIF_socialist;Young Impartiality Party;;;;;;;;;;;;;x;;;;
LIF_communist;Voter Union;;;;;;;;;;;;;x;;;;
LIF_fascist;International Rehabilitation Formation;;;;;;;;;;;;;x;;;;
BAP;Baplovieja;;;;;;;;;;;;x
BAP_ADJ;Baploviejan;;;;;;;;;;;;;x;;;;;;;;;;;;;;
BAP_conservative;Progressive Unity Collective;;;;;;;;;;;;;x;;;;
BAP_reactionary;Prohibition Communion;;;;;;;;;;;;;x;;;;
BAP_liberal;Defiance Foundation;;;;;;;;;;;;;x;;;;
BAP_liberal_2;Eastern Defiance League;;;;;;;;;;;;;x;;;;
BAP_anarcho_liberal;Respect Communion;;;;;;;;;;;;;x;;;;
BAP_socialist;Choice Coalition;;;;;;;;;;;;;x;;;;
BAP_socialist_2;Prime Solidarity Formation;;;;;;;;;;;;;x;;;;
BAP_communist;Democratic Trust Coalition;;;;;;;;;;;;;x;;;;
BAP_fascist;Identity Formation;;;;;;;;;;;;;x;;;;
LOG;Logium;;;;;;;;;;;;x
LOG_ADJ;Logiian;;;;;;;;;;;;;x;;;;;;;;;;;;;;
LOG_conservative;Unity Alliance;;;;;;;;;;;;;x;;;;
LOG_conservative_2;Modern Integrity Alliance;;;;;;;;;;;;;x;;;;
LOG_reactionary;Right Wing Union;;;;;;;;;;;;;x;;;;
LOG_liberal;Liberal Coalition;;;;;;;;;;;;;x;;;;
LOG_liberal_2;Voter Foundation;;;;;;;;;;;;;x;;;;
LOG_anarcho_liberal;Revolutionary Liberty Group;;;;;;;;;;;;;x;;;;
LOG_socialist;Liberation Collective;;;;;;;;;;;;;x;;;;
LOG_communist;Prime Affinity Movement;;;;;;;;;;;;;x;;;;
LOG_fascist;Progressive Independence Collective;;;;;;;;;;;;;x;;;;
TIE;Tien Yen;;;;;;;;;;;;x
TIE_ADJ;Tien Yian;;;;;;;;;;;;;x;;;;;;;;;;;;;;
TIE_conservative;Denizen Formation;;;;;;;;;;;;;x;;;;
TIE_conservative_2;Defiance Voice;;;;;;;;;;;;;x;;;;
TIE_reactionary;Common Justice League;;;;;;;;;;;;;x;;;;
TIE_liberal;Free Evolution Formation;;;;;;;;;;;;;x;;;;
TIE_liberal_2;Denizen Voice;;;;;;;;;;;;;x;;;;
TIE_anarcho_liberal;Northern Liberty Movement;;;;;;;;;;;;;x;;;;
TIE_socialist;Citizens Formation;;;;;;;;;;;;;x;;;;
TIE_communist;Advancement Movement;;;;;;;;;;;;;x;;;;
TIE_fascist;Household Party;;;;;;;;;;;;;x;;;;
FAE;Faeravagna;;;;;;;;;;;;x
FAE_ADJ;Faeravagnan;;;;;;;;;;;;;x;;;;;;;;;;;;;;
FAE_conservative;Voter Coalition;;;;;;;;;;;;;x;;;;
FAE_conservative_2;Agrarian Trade Communion;;;;;;;;;;;;;x;;;;
FAE_reactionary;Traditional Action Group;;;;;;;;;;;;;x;;;;
FAE_liberal;Western Compromise Voice;;;;;;;;;;;;;x;;;;
FAE_liberal_2;Voter Formation;;;;;;;;;;;;;x;;;;
FAE_anarcho_liberal;Freedom Formation;;;;;;;;;;;;;x;;;;
FAE_socialist;Red Formation;;;;;;;;;;;;;x;;;;
FAE_communist;Common Family Coalition;;;;;;;;;;;;;x;;;;
FAE_fascist;Sovereign Fascist Group;;;;;;;;;;;;;x;;;;
DUK;Dukmirpru;;;;;;;;;;;;x
DUK_ADJ;Dukmirpruan;;;;;;;;;;;;;x;;;;;;;;;;;;;;
DUK_conservative;Parliamentary Law Community;;;;;;;;;;;;;x;;;;
DUK_conservative_2;Right Wing Movement;;;;;;;;;;;;;x;;;;
DUK_reactionary;Right Wing Movement;;;;;;;;;;;;;x;;;;
DUK_liberal;Sovereign Youth Communion;;;;;;;;;;;;;x;;;;
DUK_liberal_2;Reconciliation Alliance;;;;;;;;;;;;;x;;;;
DUK_anarcho_liberal;Independence Community;;;;;;;;;;;;;x;;;;
DUK_socialist;Permanent Preservation League;;;;;;;;;;;;;x;;;;
DUK_communist;Republican People Communion;;;;;;;;;;;;;x;;;;
DUK_fascist;Action Communion;;;;;;;;;;;;;x;;;;
OMU;Omurzelcun;;;;;;;;;;;;x
OMU_ADJ;Omurzelcian;;;;;;;;;;;;;x;;;;;;;;;;;;;;
OMU_conservative;Neo Advancement Foundation;;;;;;;;;;;;;x;;;;
OMU_reactionary;Undivided Community;;;;;;;;;;;;;x;;;;
OMU_liberal;Evolution Party;;;;;;;;;;;;;x;;;;
OMU_liberal_2;Common Resistance Coalition;;;;;;;;;;;;;x;;;;
OMU_anarcho_liberal;Resistance Party;;;;;;;;;;;;;x;;;;
OMU_socialist;Popular Administration Group;;;;;;;;;;;;;x;;;;
OMU_communist;Law Formation;;;;;;;;;;;;;x;;;;
OMU_fascist;Mystic Progress Party;;;;;;;;;;;;;x;;;;
ARE;Arestimo;;;;;;;;;;;;x
ARE_ADJ;Arestian;;;;;;;;;;;;;x;;;;;;;;;;;;;;
ARE_conservative;Democratic Builders Communion;;;;;;;;;;;;;x;;;;
ARE_reactionary;Impartiality Alliance;;;;;;;;;;;;;x;;;;
ARE_liberal;Builders Communion;;;;;;;;;;;;;x;;;;
ARE_anarcho_liberal;Southern Liberation Party;;;;;;;;;;;;;x;;;;
ARE_socialist;Liberty Group;;;;;;;;;;;;;x;;;;
ARE_communist;United Emancipation Group;;;;;;;;;;;;;x;;;;
ARE_fascist;Segregation Group;;;;;;;;;;;;;x;;;;
PHU;Phu Yen;;;;;;;;;;;;x
PHU_ADJ;Phu Yian;;;;;;;;;;;;;x;;;;;;;;;;;;;;
PHU_conservative;Constitutional State Community;;;;;;;;;;;;;x;;;;
PHU_conservative_2;State Community;;;;;;;;;;;;;x;;;;
PHU_reactionary;Advanced Identity Coalition;;;;;;;;;;;;;x;;;;
PHU_liberal;Social Liberation Movement;;;;;;;;;;;;;x;;;;
PHU_liberal_2;Constitutional Cooperation Coalition;;;;;;;;;;;;;x;;;;
PHU_anarcho_liberal;Unified Prosperity Movement;;;;;;;;;;;;;x;;;;
PHU_socialist;People's Citizens Communion;;;;;;;;;;;;;x;;;;
PHU_communist;Respect Union;;;;;;;;;;;;;x;;;;
PHU_fascist;Mystic Administration League;;;;;;;;;;;;;x;;;;
HEL;Helkaa;;;;;;;;;;;;x
HEL_ADJ;Helkaan;;;;;;;;;;;;;x;;;;;;;;;;;;;;
HEL_conservative;Privilege Coalition;;;;;;;;;;;;;x;;;;
HEL_reactionary;Diligence Voice;;;;;;;;;;;;;x;;;;
HEL_liberal;Parliamentary Diligence Group;;;;;;;;;;;;;x;;;;
HEL_liberal_2;Citizens League;;;;;;;;;;;;;x;;;;
HEL_anarcho_liberal;Honesty Movement;;;;;;;;;;;;;x;;;;
HEL_socialist;Prosperity Communion;;;;;;;;;;;;;x;;;;
HEL_communist;Builders Movement;;;;;;;;;;;;;x;;;;
HEL_fascist;Popular Undivided Foundation;;;;;;;;;;;;;x;;;;
UHU;Omurtanbuk;;;;;;;;;;;;x
UHU_ADJ;Omurtanbian;;;;;;;;;;;;;x;;;;;;;;;;;;;;
UHU_conservative;Independent Diligence Voice;;;;;;;;;;;;;x;;;;
UHU_conservative_2;Builders Community;;;;;;;;;;;;;x;;;;
UHU_reactionary;Holy Loyalist Collective;;;;;;;;;;;;;x;;;;
